t,name,C,q,a,F,H,work_lawfulness,work_record_intensity,work_fidelity,kingdom_lawfulness,kingdom_record_intensity,kingdom_fidelity,kingdom_overlap,ai_consolidation,ai_governance,ai_fidelity,ai_opacity,digital_work_record,digital_kingdom_record,ai_consolidated_record,P_ref,P,K,O,work_benefit,work_cost,kingdom_benefit,kingdom_cost,kingdom_presence_lift,grace_coherence,grace_relief,work_to_kingdom_bleed,kingdom_to_work_bleed,ai_audit,ai_scale,ai_false,ai_context_loss,ai_net,future_tension,benefit,cost,net,dF,dq,dC,dH
156,Transparent work regime absorbing Kingdom bleed-over,1.0,0.28297623093746055,0.84,0.11105302113563997,0.6314313278398733,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,37.53692349434622,38.790799585700725,33.58419815522073,0.2652251888150749,0.3599381752194234,0.692939916479667,0.6026977090597843,0.0175884787623794,0.013053946882072419,0.02143836001931741,0.009064511506415457,0.09390401227850693,0.0,0.0033721002518704558,0.0,0.002644336985762756,0.0033283231213255896,0.0055874066612234975,0.0023192853558657092,0.00010576186984828543,-0.004684130765611903,0.0003410116614650154,0.04968625531255471,0.030471923936890383,0.019214331375664327,-0.005368335379852561,0.00047350362767993614,0.005962027217069093,0.0015163808180458755
157,Transparent work regime absorbing Kingdom bleed-over,1.0,0.2834489471542899,0.84,0.10569521389053305,0.6329453350431039,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,37.634554259402755,38.89169158984372,33.671548173668526,0.2652251888150749,0.3612077777811745,0.6935395733430626,0.6022999660125331,0.017593184828026697,0.013049589436466927,0.021444096179390394,0.009061017524593196,0.09392325055995566,0.0,0.0033740363440225864,0.0,0.0026448787357683514,0.003329005000783205,0.005587920818573751,0.0023161489079955282,0.0001058677490474637,-0.004680932474833538,0.00034106337396963077,0.049700126595830604,0.030461607810646496,0.01923851878518411,-0.005357807245106929,0.0004727162168293646,0.005962082905798481,0.0015140072032306055
158,Transparent work regime absorbing Kingdom bleed-over,1.0,0.2839208645980803,0.84,0.10034811529790748,0.6344568895150483,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,37.73120871680872,38.99157467394528,33.758024691931844,0.2652251888150749,0.36248798152753664,0.6941454226346241,0.6019028843903964,0.01759800432703284,0.013045172491009055,0.021449970601857642,0.009057482475880542,0.09394332287971381,0.0,0.003376000847580038,0.0,0.002645443972292741,0.0033297164417997135,0.005588414405161637,0.002312980071222097,0.00010597345217527648,-0.0046776514867592975,0.00034110702177627485,0.04971434271087896,0.03045112991722488,0.01926321279365408,-0.005347098592625572,0.00047191744379036045,0.005962209256119182,0.0015115544719444005
159,Transparent work regime absorbing Kingdom bleed-over,1.0,0.2843919718243092,0.84,0.09501190720025807,0.6359659115283445,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,37.826896629640636,39.09045892720582,33.84363644501253,0.2652251888150749,0.3637788582416774,0.6947575077923805,0.6015064737376126,0.017602938104502926,0.013040695608350767,0.021455984316806377,0.009053906065338324,0.09396423521528904,0.0,0.0033779939793295165,0.0,0.00264603286366254,0.003330457656241217,0.005588887244460922,0.0023097786183469585,0.00010607897669104755,-0.004674287183257711,0.0003411425309301673,0.04972890621355662,0.030440489044118182,0.019288417169438438,-0.005336208097649418,0.00047110722622891967,0.005962406795447758,0.0015090220132962062
0,AI panopticon consolidation across dual regimes,0.3962699348149684,0.3631184220821234,0.78,0.8594039056226375,0.5136457276142266,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,0.6911999999999999,0.378,0.7719623999999999,0.20759477499920154,0.20759477499920154,0.41499999277438493,0.22815000000000002,0.0015290999226408727,0.07011801635210133,0.0071915480736703535,0.010687656049405865,0.013850687382344008,0.00013712180508520567,0.0005235559830526036,0.031237573751999998,0.00024377209792925456,7.057021766581064e-05,0.05485311403499496,0.023440830847421257,0.011403620639999999,-0.0896269953047504,0.0028988697430106683,0.009752455918311712,0.2046396814189341,-0.19488722550062237,-0.10059609437736244,0.013118422082123438,-0.053730065185031574,0.09364572761422654
1,AI panopticon consolidation across dual regimes,0.33772361739641527,0.37712683940105673,0.78,0.7567407861381538,0.6083089916687046,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,1.3754879999999998,0.75222,1.5362051759999997,0.20759477499920154,0.20331201155677137,0.3898203044463312,0.1968540766657695,0.0013892993437279932,0.0723269226791838,0.006534048475970718,0.010926649129581453,0.01122565353701719,0.00012199076174966342,0.00042845306381414545,0.03489484955592366,0.00019757150225150255,5.719548724766708e-05,0.0559571991494061,0.024096070309467976,0.011865999129709256,-0.09186207310133566,0.0032190476920148964,0.008763727022530268,0.21328673764528713,-0.20452301062275685,-0.10266311948448373,0.014008417318933299,-0.058546317418553144,0.094663264054478
2,AI panopticon consolidation across dual regimes,0.27389214252808664,0.39211717037137583,0.78,0.6518955382824362,0.7040558735236548,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,2.0529331199999996,1.1226978,2.29280552424,0.20759477499920154,0.20046727446267598,0.363771491507891,0.1640800020417585,0.0012460784114447158,0.07473256170831477,0.00586046252882593,0.01118209139419896,0.008731464213466683,0.00010408756561429262,0.0003366813440377746,0.038974510783067524,0.00015367377015701366,4.448741878840248e-05,0.05712909745263087,0.024773926601983035,0.012350216417834242,-0.09420875305365974,0.0035772344684661473,0.007763623972242371,0.22271963882649554,-0.21495601485425317,-0.10484524785571757,0.014990330970319099,-0.06383147486832864,0.09574688185495027
3,AI panopticon consolidation across dual regimes,0.2042576379433328,0.40819281230919874,0.78,0.5447348909522063,0.8009616591681205,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,2.7236037887999993,1.489470822,3.0418398689976,0.20759477499920154,0.19904551757182046,0.3366555857645075,0.1298655778781554,0.0010992834012120872,0.07736694096740548,0.0051700672463255975,0.011456858234796473,0.006395619851964321,8.359037690246367e-05,0.00024929666191045194,0.043527288359638414,0.00011256290939457208,3.2586128948101325e-05,0.05837901343716376,0.025479551360348632,0.01285571400619698,-0.09668169267476126,0.003979114335873216,0.006753335025718311,0.23304448070142297,-0.22629114567570466,-0.10716064733022995,0.016075641937822897,-0.06963450458475386,0.09690578564446563
4,AI panopticon consolidation across dual regimes,0.1282497023148585,0.4254695962008659,0.78,0.4351074807636128,0.8991112660386613,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,3.387567750911999,1.85257611378,3.783383870307624,0.20759477499920154,0.19910128187982326,0.30830489181762877,0.09428728785497556,0.0009489649341286319,0.08026460846842808,0.004463100705823723,0.011753891337975109,0.004252421684333681,6.090897735994815e-05,0.00016767043022202104,0.0486090979434604,7.48426216442728e-05,2.166638489384884e-05,0.05971738796434304,0.026217308444883597,0.01338136189431545,-0.09929439191864824,0.0044311258557037615,0.005735778980293169,0.24437478190910944,-0.23863900292881626,-0.10962741018859351,0.01727678389166715,-0.07600793562847429,0.09814960687054083
5,AI panopticon consolidation across dual regimes,0.04524240637793213,0.44407667698691944,0.78,0.32284417075598176,0.9985996712489029,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,4.044892073402879,2.2120503526422,4.517512431604548,0.20759477499920154,0.20077138067445646,0.2785896674710488,0.057473015541298036,0.000795411637570944,0.083462586396968,0.003740920357950846,0.012076167127743424,0.002342241947128889,3.675330206388421e-05,9.348625111219932e-05,0.054280872139972194,4.1223458269468456e-05,1.1933885985007679e-05,0.061154793752003285,0.026990574077157426,0.013925270679186646,-0.10205870462236234,0.004940498209417207,0.00471576697814827,0.25683076238244823,-0.25211499540429994,-0.11226331000763101,0.018607080786053574,-0.08300729593692636,0.09948840521024166
6,AI panopticon consolidation across dual regimes,0.0,0.46415722712725715,0.78,0.20775911240712955,1.099532178091921,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,4.6956431526688505,2.567929849115778,5.244299707288501,0.20759477499920154,0.20430069748286087,0.24743549215656743,0.01961802093788801,0.0006392063215119844,0.08699964711352964,0.003006267230861052,0.012426586334294134,0.0007101007208964565,1.2203532999223137e-05,2.871231690202878e-05,0.06060797013848254,1.2497772687777635e-05,3.6180126700564763e-06,0.062701584794012,0.02780128486942829,0.014484555511455267,-0.1049838071622255,0.0055152099394029245,0.0037002430647254496,0.2705368387006048,-0.26683659563587936,-0.11508505834885221,0.02008055014033769,-0.09069005345459973,0.10093250684301809
7,AI panopticon consolidation across dual regimes,0.0,0.48508012646879983,0.78,0.09047855176999581,1.2015086951253575,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,5.339886721142162,2.9202505506246204,5.963819110215616,0.20759477499920154,0.21008934600203252,0.23076316696735089,0.0,0.0005582622535274153,0.08919033157206094,0.0026255771611211256,0.012634382507408684,0.0,0.0,0.0,0.0641088,0.0,0.0,0.0639796234387293,0.02823514112871641,0.0147744,-0.1069891645674457,0.0058779053140719,0.003183839414648541,0.2788005839609872,-0.27561674454633867,-0.11728056063713374,0.02092289934154266,-0.09489798106281437,0.10197651703343655
8,AI panopticon consolidation across dual regimes,0.0,0.5060605816342343,0.78,0.0,1.3040066810662985,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,5.977687853930741,3.269048045118374,6.67614331911346,0.20759477499920154,0.21877978098366316,0.23181181589970995,0.0,0.0005607991450245783,0.0896069502879229,0.0026375084789437204,0.012659043139058978,0.0,0.0,0.0,0.0641088,0.0,0.0,0.06486798576290158,0.02820785261928918,0.0147744,-0.10785023838219077,0.005955193059490197,0.003198307623968299,0.28018022486866284,-0.27698191724469456,-0.11862022007790154,0.020980455165434488,-0.09491343861189803,0.10249798594094099
9,AI panopticon consolidation across dual regimes,0.0,0.5271084052517252,0.78,0.0,1.4070642299045923,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,6.609110975391434,3.6143575646671904,7.381344285922324,0.20759477499920154,0.22478556912348632,0.23090625341729654,0.0,0.0005586084082671238,0.09014249380604147,0.002627205170131317,0.012698678589766785,0.0,0.0,0.0,0.0641088,0.0,0.0,0.06580709879849782,0.028231417655762057,0.0147744,-0.10881291645425986,0.006045199439044896,0.003185813578398441,0.2818080882891131,-0.27862227471071466,-0.12006493004254792,0.021047823617490864,-0.09493143988780897,0.10305754883829381
10,AI panopticon consolidation across dual regimes,0.0,0.5482909947056878,0.78,0.0,1.5109429633562543,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,7.234219865637519,3.9562139890205184,8.079493243063101,0.20759477499920154,0.2121959330998849,0.21654751117723875,0.0,0.000523871739039976,0.0914972875534384,0.0024638342726723875,0.012841440982784148,0.0,0.0,0.0,0.0641088,0.0,0.0,0.06709160382831868,0.028605068608802672,0.0147744,-0.11047107243712134,0.006224131537502555,0.0029877060117123634,0.2851427325108465,-0.2821550264991341,-0.12222939095738389,0.021182589453962543,-0.09496722630750051,0.10387873345166189
11,AI panopticon consolidation across dual regimes,0.0,0.5696060051197929,0.78,0.0,1.6156401850856108,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,7.853077666981144,4.294651849130313,8.77066071063247,0.20759477499920154,0.20063429356997198,0.20289786817029487,0.0,0.0004908505226775774,0.09281978599882812,0.0023085313644679814,0.012979508564133995,0.0,0.0,0.0,0.0641088,0.0,0.0,0.06837385186614418,0.028960266998253548,0.0147744,-0.11210851886439774,0.006401495796284332,0.0027993818871455585,0.2884181092236442,-0.2856187273364986,-0.12438274920621668,0.021315010414105107,-0.09500269915925687,0.10469722172935643
12,AI panopticon consolidation across dual regimes,0.0,0.5910514400444384,0.78,0.0,1.7211542405281273,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,8.465746890311332,4.62970533063901,9.454916503526144,0.20759477499920154,0.18998790338952573,0.18987644386948543,0.0,0.00045934909300905923,0.09411437928444442,0.0021603762030582316,0.013113464910367061,0.0,0.0,0.0,0.0641088,0.0,0.0,0.06965519312413097,0.029299117540912505,0.0147744,-0.11372871066504348,0.006577658880450917,0.0026197252960672907,0.2916430137403059,-0.2890232884442386,-0.12652807045676173,0.02144543492464553,-0.09503793177609018,0.10551405544251641
13,AI panopticon consolidation across dual regimes,0.0,0.6126256044144129,0.78,0.0,1.827484381702644,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,9.072289421408218,4.96140827733262,10.132329738490883,0.20759477499920154,0.1801595226799948,0.17741347559434967,0.0,0.00042919868015785077,0.09538486221472435,0.002018575042617392,0.01324381393293898,0.0,0.0,0.0,0.0641088,0.0,0.0,0.07093680302560669,0.02962343563896485,0.0147744,-0.11533463866457153,0.006752939661713352,0.0024477737227752427,0.29482505447394824,-0.292377280751173,-0.12866801791284596,0.02157416436997455,-0.09507298793234267,0.10633014117451668
14,AI panopticon consolidation across dual regimes,0.0,0.634327065285532,0.78,0.0,1.9346306546330292,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,9.672766527194137,5.289794194559294,10.802968841105974,0.20759477499920154,0.17106487209527585,0.1654484901001429,0.0,0.0004002529872502657,0.09663453251359672,0.0018824398306614063,0.013370993003511057,0.0,0.0,0.0,0.0641088,0.0,0.0,0.07221971154554796,0.029934794959877734,0.0147744,-0.1169289065054257,0.006927617157611102,0.0022826928179116718,0.29797084918014455,-0.2956881563622329,-0.13080491944736036,0.021701460871118988,-0.09510792343152222,0.10714627293038508
15,AI panopticon consolidation across dual regimes,0.0,0.656154618871774,0.78,0.0,2.042593805059248,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,10.267238861922195,5.6148962526137005,11.466901552694914,0.20759477499920154,0.16263056844371873,0.15392882175360956,0.0,0.0003723846055863323,0.09786627042546045,0.001751371348148219,0.013495383589157065,0.0,0.0,0.0,0.0641088,0.0,0.0,0.07350482693331697,0.030234565997231257,0.0147744,-0.11851379293054823,0.007101936959560123,0.002123755953734551,0.3010861839047259,-0.29896242795099137,-0.1329408219226406,0.02182755358624195,-0.09514278739191202,0.10796315042621861
16,AI panopticon consolidation across dual regimes,0.0,0.6781072627203069,0.78,0.0,2.151375199045148,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,10.855766473302973,5.936747290087563,12.124194937167964,0.20759477499920154,0.15479243991715003,0.1428084034230489,0.0,0.00034548208956103994,0.09908260364235169,0.001624845452466766,0.01361731992863231,0.0,0.0,0.0,0.0641088,0.0,0.0,0.07479295502536178,0.03052394753483086,0.0147744,-0.12009130256019263,0.007276116473219647,0.001970327542027806,0.30417614260439624,-0.30220581506236843,-0.13507753544555234,0.02195264384853294,-0.09517762329464392,0.10878139398590052
17,AI panopticon consolidation across dual regimes,0.0,0.7001841721032108,0.78,0.0,2.2609767557981684,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,11.438408808569942,6.255379817186688,12.774915387796284,0.20759477499920154,0.14749414233850217,0.1320467735883648,0.0,0.0003194475546649722,0.10028576060176654,0.0015024017805336974,0.013737096155830096,0.0,0.0,0.0,0.0641088,0.0,0.0,0.0760848150695164,0.03080399248422636,0.0147744,-0.12166320755374277,0.007450349218261882,0.0018218493351986696,0.30724521352960127,-0.3054233641944026,-0.13721666965514073,0.02207690938290397,-0.09521246984365238,0.10960155675302008
18,AI panopticon consolidation across dual regimes,0.0,0.7223846798907593,0.78,0.0,2.3714008905610973,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,12.015224720484243,6.570826019014821,13.419128633918321,0.20759477499920154,0.14068601581747753,0.12160825610653239,0.0,0.0002941946931729232,0.10147771450193771,0.0013836344163289044,0.013854972183541283,0.0,0.0,0.0,0.0641088,0.0,0.0,0.07738105277011231,0.03107562922929841,0.0147744,-0.12323108199941071,0.0076248083778729155,0.0016778291095018276,0.3102973770627626,-0.3086195479532608,-0.1393596636581906,0.02220050778754842,-0.09524736167557458,0.11042413476292906
19,AI panopticon consolidation across dual regimes,0.0,0.744708259315641,0.78,0.0,2.4826504658588218,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,12.5862724732794,6.883117758824673,14.056899747579138,0.20759477499920154,0.1343241347017811,0.11146127877461212,0.0,0.00026964712561154165,0.10266021985779149,0.001268184137641782,0.013971178590820674,0.0,0.0,0.0,0.0641088,0.0,0.0,0.07868225110394875,0.03133967935898012,0.0147744,-0.12479633046292887,0.007799649745750025,0.0015378312632533236,0.3133361786572911,-0.3117983473940378,-0.14150781086630515,0.022323579424881744,-0.09528232994915001,0.11124957529772439
20,AI panopticon consolidation across dual regimes,0.0,0.7671545091505928,0.78,0.0,2.5947287497134406,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,13.151609748546607,7.192286581236426,14.688293150103346,0.20759477499920154,0.12836951393215607,0.10157780418139498,0.0,0.00024573702387563074,0.10383484302455541,0.001155731940415076,0.014085920704418827,0.0,0.0,0.0,0.0641088,0.0,0.0,0.07998893933689914,0.031596872477943266,0.0147744,-0.12636021181484242,0.007975014186169211,0.0014014689642907066,0.31636478972998583,-0.3149633207656951,-0.14366227971461162,0.022446249834951852,-0.09531740283723383,0.11207828385461878
21,AI panopticon consolidation across dual regimes,0.0,0.7897231409110245,0.78,0.0,2.7076393797012517,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,13.71129365106114,7.498363715424062,15.313372618602312,0.20759477499920154,0.12278744271062564,0.09193285194731762,0.0,0.0002224039554309508,0.10500298781367692,0.0010459936028861907,0.014199382024414627,0.0,0.0,0.0,0.0641088,0.0,0.0,0.0813016005793149,0.03184785863912946,0.0147744,-0.12792385921844435,0.008151029698153608,0.0012683975583171415,0.3193860587546895,-0.31811766119637236,-0.14582413103374883,0.022568631760431643,-0.09535260593963071,0.11291062998781105
22,AI panopticon consolidation across dual regimes,0.0,0.8124139677649042,0.78,0.0,2.8213863319312074,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,14.26538071455053,7.801380078269821,15.932201292416288,0.20759477499920154,0.1175469223909525,0.08250409576509102,0.0,0.0001995939084749082,0.10616591709332554,0.0009387151007960527,0.01431172711318229,0.0,0.0,0.0,0.0641088,0.0,0.0,0.0826206781480726,0.0320932188297768,0.0147744,-0.1294882969778494,0.008327813155919168,0.0011383090092709608,0.32240255434027637,-0.3212642453310054,-0.14799433268671142,0.022690826853879697,-0.09538796263118383,0.11374695222995547
23,AI panopticon consolidation across dual regimes,0.0,0.8352268948885947,0.78,0.0,2.9359738941887676,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,14.813926907405024,8.101366277487122,16.544841679492126,0.20759477499920154,0.1126201901476067,0.07327152199376266,0.0,0.00017725846600731064,0.10732477108582703,0.000833668722940633,0.014423104042819254,0.0,0.0,0.0,0.0641088,0.0,0.0,0.08394658094875049,0.0323334738556697,0.0147744,-0.13105445480442018,0.008505471783185127,0.0010109271889479437,0.3254166017162516,-0.3244056745273036,-0.15017377195830245,0.022812927123690582,-0.09542349435663702,0.11458756225756037
24,AI panopticon consolidation across dual regimes,0.0,0.8581619110526338,0.78,0.0,3.0514066426208943,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,15.356987638330974,8.39835261471225,17.151355662697206,0.20759477499920154,0.10798231360384775,0.0642171391636144,0.0,0.000155354103064616,0.1084805829341213,0.0007306497659757722,0.014533646477444758,0.0,0.0,0.0,0.0641088,0.0,0.0,0.08527968804911008,0.03256909190055954,0.0147744,-0.13262317994966963,0.008684104407571471,0.0008860038690403882,0.3284303137688071,-0.32754430989976674,-0.15236326608851647,0.022935016164039194,-0.09545922088151429,0.1154327484321265
25,AI panopticon consolidation across dual regimes,0.0,0.881219081258036,0.78,0.0,3.167689421444244,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,15.894617761947664,8.692369088565128,17.751804506070233,0.20759477499920154,0.10361084444436404,0.05532472979354572,0.0,0.00013384158631654582,0.10963429199929557,0.0006294737106450046,0.014643475452091308,0.0,0.0,0.0,0.0641088,0.0,0.0,0.08662035258191232,0.032800494984506816,0.0147744,-0.13419524756641912,0.0088638025323938,0.0007633152969615505,0.33144561755019986,-0.3306823022532383,-0.15456357126558853,0.02305717020540217,-0.09549516050647876,0.11628277882334995
26,AI panopticon consolidation across dual regimes,0.0,0.9043985402733925,0.78,0.0,3.2848273252448643,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,16.426871584328186,8.983445397679477,18.34624886100953,0.20759477499920154,0.09948552128466007,0.0465796375368559,0.0,0.00011268545912916181,0.11078675526437479,0.0005299737999668392,0.01475270089831528,0.0,0.0,0.0,0.0641088,0.0,0.0,0.08796890508897051,0.033028064502888754,0.0147744,-0.13577136959185926,0.009044651256135046,0.000642659259096001,0.3344642770106844,-0.33382161775158836,-0.15677539033483412,0.02317945901535641,-0.09553133025122701,0.1171379038006203
27,AI panopticon consolidation across dual regimes,0.0,0.9277004869472825,0.78,0.0,3.402825683507971,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,16.953802868484903,9.271610943702681,18.934748772399434,0.20759477499920154,0.09558801385417663,0.03796858395353936,0.0,9.185359830040243e-05,0.11193875715057516,0.00043199895450658017,0.014861422957443558,0.0,0.0,0.0,0.0641088,0.0,0.0,0.0893256563976266,0.0332521459944496,0.0147744,-0.1373522023920762,0.009226730064293686,0.0005238525528069826,0.33748791256438865,-0.3369640600115817,-0.15899937943211173,0.02330194667388999,-0.09556774601285874,0.11799835826310698
28,AI panopticon consolidation across dual regimes,0.0,0.9511251791903803,0.78,0.0,3.5216900470739865,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,17.475464839800054,9.556894834265654,19.517363684675438,0.20759477499920154,0.09190170197586858,0.029479510231334605,0.0,7.131683115164468e-05,0.11309101799714984,0.0003354119715100789,0.014969733115018636,0.0,0.0,0.0,0.0641088,0.0,0.0,0.09069090010432049,0.033473053260121156,0.0147744,-0.13893835336444163,0.00941011351385532,0.00040672880266172357,0.34051801799046544,-0.3401112891878037,-0.16123615371301647,0.023424692243097855,-0.09560442270277106,0.11886436356601555
29,AI panopticon consolidation across dual regimes,0.0,0.9746729295380139,0.78,0.0,3.64142617626439,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,17.991910191402052,9.839325885922998,20.094152447828684,0.20759477499920154,0.08841148396994421,0.02110144000011499,0.0,5.104860364827819e-05,0.11424420141174381,0.0002400879640333084,0.01507771518410007,0.0,0.0,0.0,0.0641088,0.0,0.0,0.09206491472668296,0.03369107193294078,0.0147744,-0.14053038665962372,0.009594871827061913,0.0002911365676815866,0.3435559750825296,-0.343264838514848,-0.16348629231865458,0.023547750347633532,-0.09564137436541238,0.11973612919040338
30,AI panopticon consolidation across dual regimes,0.0,0.998344101217477,0.78,0.0,3.76204003046012,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,18.50319108948803,10.118932627063767,20.665173323350395,0.20759477499920154,0.08510361003365159,0.012824360047897165,0.0,3.102469182787283e-05,0.11539892066250475,0.0001459130037529644,0.015185446160315447,0.0,0.0,0.0,0.0641088,0.0,0.0,0.09344796557491616,0.03390646258212393,0.0147744,-0.1421288281570401,0.009781071408272116,0.00017693769558083724,0.34660306638813243,-0.34642612869255157,-0.16575034269446087,0.023671171679463133,-0.09567861428165442,0.12061385419573019
31,AI panopticon consolidation across dual regimes,0.0,1.0,0.78,0.0,3.883537758947787,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,19.009359178593147,10.39574330079313,21.23048399011689,0.20759477499920154,0.08196553689858115,0.004639116284974931,0.0,1.1222950116611355e-05,0.11655574425427691,5.278293726718778e-05,0.015292996967690778,0.0,0.0,0.0,0.0641088,0.0,0.0,0.09484030638459037,0.03411946342034173,0.0147744,-0.1437341698049321,0.009968775295371738,6.400588738379914e-05,0.3496604863222715,-0.34959648043488767,-0.1680288243587649,0.023795003438178596,-0.09571615505907434,0.12149772848766692
32,AI panopticon consolidation across dual regimes,0.0,1.0,0.78,0.0,4.0051319118444875,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,19.510465586807214,10.6697858677852,21.790141550215722,0.20759477499920154,0.07986013813150693,0.0027038614904132396,0.0,6.54118171760771e-06,0.11672798304823469,3.0763995265623764e-05,0.01531153334850479,0.0,0.0,0.0,0.0641088,0.0,0.0,0.09498329127194585,0.03416982366682259,0.0147744,-0.14392751493876843,0.009993707260727456,3.730517698323147e-05,0.35006953859623535,-0.3500322334192521,-0.16828004993812393,0.023811344613897837,-0.09572114145214548,0.12159415289670038
33,AI panopticon consolidation across dual regimes,0.0,1.0,0.78,0.0,4.126761464916177,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,20.00656093093914,10.941088009107347,22.344202534713563,0.20759477499920154,0.07792002426091454,0.0013020098948157144,0.0,3.1498223375381767e-06,0.11682172991109803,1.4814008181234238e-05,0.01532284965532509,0.0,0.0,0.0,0.0641088,0.0,0.0,0.09502993878433882,0.03420630340689726,0.0147744,-0.14401064219123608,0.010005783679519922,1.7963830518772414e-05,0.35026980543717917,-0.3502518416066604,-0.16837408564185447,0.023819224194573177,-0.09572355673590398,0.12162955307168932
34,AI panopticon consolidation across dual regimes,0.0,1.0,0.78,0.0,4.248423896916177,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,20.49769532162975,11.209677129016272,22.892722909366427,0.20759477499920154,0.07607141519434367,0.0,0.0,0.0,0.1169088,0.0,0.01533336,0.0,0.0,0.0,0.0641088,0.0,0.0,0.09507326399999998,0.03424018501225883,0.0147744,-0.1440878490122588,0.010017,0.0,0.35045580901225887,-0.35045580901225887,-0.16846142399999997,0.023826542581225883,-0.0957258,0.12166243199999999
35,AI panopticon consolidation across dual regimes,0.0,1.0,0.78,0.0,4.370086328916177,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,20.98391836841345,11.475580357726109,23.435758080272763,0.20759477499920154,0.07430802230535397,0.0,0.0,0.0,0.1169088,0.0,0.01533336,0.0,0.0,0.0,0.0641088,0.0,0.0,0.09507326399999998,0.03424018501225883,0.0147744,-0.1440878490122588,0.010017,0.0,0.35045580901225887,-0.35045580901225887,-0.16846142399999997,0.023826542581225883,-0.0957258,0.12166243199999999
36,AI panopticon consolidation across dual regimes,0.0,1.0,0.78,0.0,4.491748760916177,0.1,0.96,0.72,0.86,0.42,0.9,0.45,0.95,0.1,0.76,0.9,21.46527918472931,11.738824554148849,23.973362899470036,0.20759477499920154,0.0726245308012976,0.0,0.0,0.0,0.1169088,0.0,0.01533336,0.0,0.0,0.0,0.0641088,0.0,0.0,0.09507326399999998,0.03424018501225883,0.0147744,-0.1440878490122588,0.010017,0.0,0.35045580901225887,-0.35045580901225887,-0.16846142399999997,0.023826542581225883,-0.0957258,0.12166243199999999
