t,name,C,q,a,F,H,lawfulness,record_intensity,fidelity,digital_record,P_ref,P,K,O,benefit,cost,net,dF,dq,dC,dH
94,Mixed civic audit regime,0.18844467440605855,0.2731057527738685,0.78,0.0,0.9148906675871099,0.62,0.62,0.82,31.271883349055216,0.24374542977319177,0.32137168656226084,0.392703188428174,0.11034393419708788,0.005475118277870066,0.02589999395306219,-0.020424875675192126,-0.013144775012653178,0.0005915148755693929,-0.006014914597117184,0.007567252200728982
95,Mixed civic audit regime,0.1823942509216748,0.27369893863282585,0.78,0.0,0.92247270071556,0.62,0.62,0.82,31.46756451556466,0.24374542977319177,0.319952965294563,0.3895770140245887,0.10684389280200901,0.0054022778256332254,0.025981850044428066,-0.02057957221879484,-0.013181907976829449,0.0005931858589573252,-0.006050423484383755,0.0075820331284500615
96,Mixed civic audit regime,0.17630831082382975,0.27429380021297034,0.78,0.0,0.9300695509526182,0.62,0.62,0.82,31.661288870409017,0.24374542977319177,0.3185426834343996,0.38644318734333766,0.10332904766471282,0.0053293332015324005,0.026064218330887685,-0.020734885129355285,-0.013219146225433527,0.0005948615801445087,-0.006085940097845036,0.007596850237058219
97,Mixed civic audit regime,0.17018684838580236,0.274890342281786,0.78,0.0,0.9376812547105782,0.62,0.62,0.82,31.853075981704926,0.24374542977319177,0.3171407677704308,0.3833016594418276,0.0997994667062889,0.005256285920258334,0.026147102651407884,-0.02089081673114955,-0.013256490418125162,0.0005965420688156323,-0.006121462438027399,0.007611703757959906
98,Mixed civic audit regime,0.1640298598986265,0.2754885696359047,0.78,0.0,0.9453078486274571,0.62,0.62,0.82,32.04294522188788,0.24374542977319177,0.3157471459192081,0.38015238257934103,0.09625521935731318,0.005183137529268557,0.026230506833911402,-0.021047369304642845,-0.013293941202636984,0.0005982273541186642,-0.006156988487175864,0.007626593916878966
99,Mixed civic audit regime,0.15783734368917401,0.276088487100569,0.78,0.0,0.9529493695613127,0.62,0.62,0.82,32.230915769669,0.24374542977319177,0.3143617463148915,0.37699531021724136,0.09269637656570934,0.00510988960859765,0.026314434694898074,-0.021204545086300423,-0.013331499214762326,0.0005999174646643047,-0.006192516209452486,0.007641520933855657
100,Mixed civic audit regime,0.15160930013803317,0.2766900995290944,0.78,0.0,0.9606058545845584,0.62,0.62,0.82,32.417006611972305,0.24374542977319177,0.3129844981990992,0.3738303970191885,0.0891230108044048,0.0050365437706613595,0.02639889003905946,-0.0213623462683981,-0.01336916507834287,0.0006016124285254291,-0.006228043551140832,0.007656485023245635
101,Mixed civic audit regime,0.1453457316971766,0.2772934118023309,0.78,0.0,0.9682773409782772,0.62,0.62,0.82,32.601236545852586,0.24374542977319177,0.3116153316108917,0.37065759885136834,0.08553519607877746,0.004963101660054599,0.02648387665888641,-0.021520774998831812,-0.01340693940525597,0.0006033122732365186,-0.006263568440856558,0.007671486393718868
102,Mixed civic audit regime,0.13904664290741248,0.277898428828124,0.78,0.0,0.9759638662265357,0.62,0.62,0.82,32.783624180394064,0.24374542977319177,0.31025417737688693,0.36747687278272717,0.08193300793388904,0.004889564953343212,0.026569398334270133,-0.02167983338092692,-0.013444822795401832,0.0006050170257930824,-0.006299088789764118,0.007686525248258532
103,Mixed civic audit regime,0.13271204041561288,0.27850515554077504,0.78,0.0,0.9836654680106957,0.62,0.62,0.82,32.96418793859012,0.24374542977319177,0.30890096710150367,0.36428817708521066,0.07831652346150153,0.004815935358849475,0.02665545883209649,-0.021839523473247014,-0.01348281583669051,0.000606726712651073,-0.0063346024917995845,0.007701601784159874
104,Mixed civic audit regime,0.12634193299171326,0.27911359690050136,0.78,0.0,0.9913821842037247,0.62,0.62,0.82,33.14294605920422,0.24374542977319177,0.3075556331573347,0.3610914712340041,0.07468582130687261,0.004742214616431292,0.026742061905833787,-0.021999847289402494,-0.013520919105028754,0.0006084413597262939,-0.006370107423899628,0.007716716193029081
105,Mixed civic audit regime,0.11993633154547663,0.27972375789289516,0.78,0.0,0.9991140528645068,0.62,0.62,0.82,33.31991659861218,0.24374542977319177,0.30621810867564336,0.3578867159077688,0.07104098167532655,0.004668404497255029,0.02682921129511407,-0.02216080679785904,-0.013559133164306793,0.0006101609923938057,-0.0064056014462366305,0.00773186866078216
106,Mixed civic audit regime,0.11349524914301666,0.28033564352838247,0.78,0.0,1.0068611122321507,0.62,0.62,0.82,33.49511743262606,0.24374542977319177,0.304888327536987,0.354673872988875,0.06738208633859642,0.0045945068035619435,0.026916910725307972,-0.022322403921746028,-0.013597458566385008,0.0006118856354873254,-0.00644108240245997,0.0077470593676438404
107,Mixed civic audit regime,0.10701870102307322,0.2809492588416811,0.78,0.0,1.0146234007202972,0.62,0.62,0.82,33.6685662582998,0.24374542977319177,0.303566224361961,0.3514529055636232,0.0637092186409341,0.004520523368428178,0.02700516390709326,-0.02248464053866508,-0.01363589585108061,0.0006136153132986275,-0.0064765481199434375,0.007762288488146522
108,Mixed civic audit regime,0.10050670461303438,0.28156460889125806,0.78,0.0,1.0224009569114265,0.62,0.62,0.82,33.8402805957168,0.24374542977319177,0.3022517345020646,0.34822377792245585,0.06002246350498425,0.0044464560555182615,0.027093974536017112,-0.02264751848049885,-0.013674445546154317,0.0006153500495769442,-0.006511996410038838,0.007777556191129279
109,Mixed civic audit regime,0.09395927954469865,0.2821816987587864,0.78,0.0,1.0301938195511635,0.62,0.62,0.82,34.010277789759634,0.24374542977319177,0.3009447940306861,0.3449864555601528,0.056321907437418606,0.004372306758832111,0.027183346292052282,-0.02281103953322017,-0.013713108167297018,0.0006170898675283658,-0.0065474250683357224,0.00779286263973693
110,Mixed civic audit regime,0.08737644766977137,0.28280053354860163,0.78,0.0,1.0380020275425828,0.62,0.62,0.82,34.17857501186204,0.24374542977319177,0.2996453397342053,0.3417409051760081,0.05260763853432664,0.004298077402445467,0.02727328283914711,-0.022975205436701642,-0.013751884218116578,0.0006188347898152459,-0.006582831874927283,0.007808207991419213
111,Mixed civic audit regime,0.08075823307508899,0.2834211183871572,0.78,0.0,1.0458256199405127,0.62,0.62,0.82,34.34518926174342,0.24374542977319177,0.29835330910321245,0.33848709467398574,0.04887974648635927,0.0042237699402437575,0.027363787824769673,-0.023140017884525917,-0.013790774190124692,0.0006205848385556111,-0.006618214594682383,0.007823592397930035
112,Mixed civic audit regime,0.07410466209756528,0.2840434584224798,0.78,0.0,1.0536646359458395,0.62,0.62,0.82,34.510137369125985,0.24374542977319177,0.297068640323841,0.33522499316285126,0.045138322583621715,0.004149386355649361,0.027454864879445953,-0.02330547852379659,-0.013829778562723891,0.000622340035322575,-0.006653570977523717,0.00783901600532686
113,Mixed civic audit regime,0.06741576333885319,0.28466755882362355,0.78,0.0,1.0615191148998098,0.62,0.62,0.82,34.67343599543473,0.24374542977319177,0.29579127226921387,0.3319545709562742,0.041383459720311995,0.004074928661342227,0.02754651761629228,-0.023471588954950055,-0.01386889780319471,0.0006241004011437619,-0.006688898758712094,0.00785447895397022
114,Mixed civic audit regime,0.06069156767971637,0.28529342478012426,0.78,0.0,1.0693890962783332,0.62,0.62,0.82,34.835101635480385,0.24374542977319177,0.2945211444910006,0.32867579957290094,0.03761525239910155,0.004000398898973853,0.02763874963054213,-0.023638350731568277,-0.01390813236668307,0.0006258659565007381,-0.00672419565913682,0.007869981378523376
115,Mixed civic audit regime,0.053932108294104206,0.2859210615014527,0.78,0.0,1.0772746196862855,0.62,0.62,0.82,34.99515061912558,0.24374542977319177,0.29325819721108476,0.32538865173639353,0.033833796735254405,0.003925799138874591,0.027731564499067246,-0.023805765360192653,-0.013947482696187872,0.0006276367213284542,-0.006759459385612162,0.007885523407952124
116,Mixed civic audit regime,0.04713742066292433,0.2865504742164674,0.78,0.0,1.0851757248518104,0.62,0.62,0.82,35.15359911293433,0.24374542977319177,0.29200237131333895,0.3220931013754304,0.03003919046048125,0.003851131479754262,0.027824965779893455,-0.023973834300139194,-0.013986949222548893,0.0006294127150147001,-0.006794687631179873,0.0079011051655248
117,Mixed civic audit regime,0.04030754258750657,0.28718166817286694,0.78,0.0,1.0930924516206229,0.62,0.62,0.82,35.310463121804986,0.24374542977319177,0.2907536083355074,0.31878912362366885,0.026231532926525362,0.0037763980483960895,0.027918957011711026,-0.024142558963314936,-0.014026532364434928,0.0006311939563995718,-0.006829878075417763,0.007916726768812459
118,Mixed civic audit regime,0.0334425142027523,0.2878146486366419,0.78,0.0,1.1010248399503122,0.62,0.62,0.82,35.465758490586936,0.24374542977319177,0.2895118504611928,0.31547669481966273,0.022410925108476497,0.0037016009993439034,0.028013541713379796,-0.024311940714035894,-0.014066232528332313,0.0006329804637749541,-0.00686502838475427,0.007932388329689257
119,Mixed civic audit regime,0.026542377989963284,0.2884494208915259,0.78,0.0,1.1089729299046454,0.62,0.62,0.82,35.619500905681065,0.24374542977319177,0.28827704051194836,0.3121557925067348,0.018577469607809767,0.003626742514582648,0.028108723383429297,-0.024481980868846648,-0.014106050108533795,0.0006347722548840207,-0.006900136212789015,0.007948089954333057
120,Mixed civic audit regime,0.01960717878934397,0.28908599023844667,0.78,0.0,1.1169367616478716,0.62,0.62,0.82,35.771705896624255,0.24374542977319177,0.2870491219394703,0.3088263954328003,0.014731270655146025,0.003551824803212171,0.028204505499553757,-0.024652680696341585,-0.014145985487127784,0.0006365693469207503,-0.0069351992006193115,0.007963831743226268
121,Mixed civic audit regime,0.012636963812171394,0.28972436199497614,0.78,0.0,1.1249163754390286,0.62,0.62,0.82,35.92238883765801,0.24374542977319177,0.28582803881789365,0.30548848355013797,0.010872434112730478,0.003476850101114299,0.028300891518102333,-0.024824041416988036,-0.01418603903398805,0.0006383717565294622,-0.006970214977172577,0.007979613791156921
122,Mixed civic audit regime,0.005631782652626776,0.2903645414947805,0.78,0.0,1.1329118116262487,0.62,0.62,0.82,36.07156494928143,0.24374542977319177,0.28461373583618543,0.30214203801510614,0.00700106747662642,0.0034018206706131924,0.028397884873564573,-0.02499606420295138,-0.014226211106763878,0.0006401794998043745,-0.007005181159544618,0.007995436187220017
123,Mixed civic audit regime,0.0,0.2910065340870697,0.78,0.0,1.1409231106410678,0.62,0.62,0.82,36.219249299788615,0.24374542977319177,0.2834061582906375,0.2987870411878015,0.0031172798786208637,0.003326738800129017,0.028495488978051268,-0.02516875017792225,-0.014266502050870704,0.0006419925922891817,-0.007040095353343758,0.008011299014819132
124,Mixed civic audit regime,0.0,0.2916501041053145,0.78,0.0,1.1489479824577298,0.62,0.62,0.82,36.36545680679073,0.24374542977319177,0.2822052520774551,0.29591638607690735,0.0,0.0032646324277885433,0.02857830021545858,-0.025313667787670035,-0.01430155596099536,0.0006435700182447912,-0.007068,0.008024871816662053
125,Mixed civic audit regime,0.0,0.2922942865839637,0.78,0.0,1.1569770889353581,0.62,0.62,0.82,36.510202238722826,0.24374542977319177,0.28101132088057396,0.29502075293597224,0.0,0.003254751552200468,0.0285995534932902,-0.025344801941089734,-0.014315166192204843,0.0006441824786492179,-0.007068,0.008029106477628372
126,Mixed civic audit regime,0.0,0.2929390794363558,0.78,0.0,1.1650104065286506,0.62,0.62,0.82,36.6535002163356,0.24374542977319177,0.2798257305868933,0.2941300996394748,0.0,0.003244925615650585,0.028620717904465846,-0.02537579228881526,-0.014328730053157237,0.0006447928523920756,-0.007068,0.008033317593292606
127,Mixed civic audit regime,0.0,0.293584480598481,0.78,0.0,1.1730479119289365,0.62,0.62,0.82,36.79536521417225,0.24374542977319177,0.27864839902285243,0.29324437613978904,0.0,0.003235154065999472,0.02864179437945089,-0.02540664031345142,-0.014342248047227488,0.0006454011621252369,-0.007068,0.00803750540028594
128,Mixed civic audit regime,0.0,0.29423048802869667,0.78,0.0,1.181089582061205,0.62,0.62,0.82,36.93581156203053,0.24374542977319177,0.27747924504519994,0.2923635330176746,0.0,0.003225436358040231,0.028662783837016818,-0.025437347478976587,-0.014355720671459085,0.0006460074302156588,-0.007068,0.008041670132268473
129,Mixed civic audit regime,0.0,0.29487709970744636,0.78,0.0,1.1891353940811789,0.62,0.62,0.82,37.07485344641022,0.24374542977319177,0.276318188525563,0.29148752147285195,0.0,0.0032157719533945153,0.028683687184417005,-0.02546791523102249,-0.014369148416659455,0.0006466116787496754,-0.007068,0.008045812019973779
130,Mixed civic audit regime,0.0,0.29552431363698356,0.78,0.0,1.1971853253724316,0.62,0.62,0.82,37.21250491194612,0.24374542977319177,0.2751651503352805,0.29061629331473826,0.0,0.0032061603204103207,0.02870450531755965,-0.02549834499714933,-0.014382531767493767,0.0006472139295372194,-0.007068,0.00804993129125272
131,Mixed civic audit regime,0.0,0.29617212784109953,0.78,0.0,1.2052393535435482,0.62,0.62,0.82,37.34877986282666,0.24374542977319177,0.27402005233049553,0.2897498009533432,0.0,0.003196600934061549,0.02872523912117756,-0.025528638187116013,-0.014395871202577086,0.0006478142041159688,-0.007068,0.00805402817111648
132,Mixed civic audit regime,0.0,0.29682054036485495,0.78,0.0,1.2132974564253272,0.62,0.62,0.82,37.483692064198394,0.24374542977319177,0.2728828173375025,0.2888879973903194,0.0,0.003187093275849273,0.028745889468995145,-0.025558796193145873,-0.014409167194564965,0.0006484125237554234,-0.007068,0.008058102881778884
133,Mixed civic audit regime,0.0,0.29746954927431585,0.78,0.0,1.2213596120680252,0.62,0.62,0.82,37.61725514355641,0.24374542977319177,0.27175336913834275,0.2880308362101649,0.0,0.003177636833704678,0.02876645722389254,-0.02558882039018786,-0.014422420210242499,0.0006490089094609125,-0.007068,0.008062155642697995
134,Mixed civic audit regime,0.0,0.2981191526562934,0.78,0.0,1.2294257987386423,0.62,0.62,0.82,37.74948259212085,0.24374542977319177,0.2706316324566459,0.2871782715715763,0.0,0.0031682311018936702,0.02878694323806691,-0.025618712136173238,-0.01443563071061184,0.0006496033819775327,-0.007068,0.008066186670616999
135,Mixed civic audit regime,0.0,0.2987693486180874,0.78,0.0,1.2374959949182467,0.62,0.62,0.82,37.88038776619964,0.24374542977319177,0.26951753294371045,0.2863302581989478,0.0,0.003158875580923088,0.028807348353191035,-0.025648472772267946,-0.014448799150978232,0.0006501959617940204,-0.007068,0.00807019617960439
136,Mixed civic audit regime,0.0,0.29942013528723394,0.78,0.0,1.24557017929934,0.62,0.62,0.82,38.00998388853765,0.24374542977319177,0.2684109971648214,0.28548675137401514,0.0,0.0031495697774485197,0.028827673400569173,-0.025678103623120653,-0.01446192598103458,0.0006507866691465561,-0.007068,0.008074184381093492
137,Mixed civic audit regime,0.0,0.30007151081125644,0.78,0.0,1.2536483307832613,0.62,0.62,0.82,38.13828404965227,0.24374542977319177,0.2673119525857972,0.28464770692763963,0.0,0.00314031320418366,0.028847919201290324,-0.025707605997106663,-0.014475011644944585,0.0006513755240225063,-0.007068,0.008078151483921289
138,Mixed civic audit regime,0.0,0.30072347335742056,0.78,0.0,1.2617304284776278,0.62,0.62,0.82,38.26530120915575,0.24374542977319177,0.26622032755976544,0.28381308123173266,0.0,0.0031311053798112197,0.02886808656637886,-0.025736981186567642,-0.014488056581424475,0.0006519625461641013,-0.007068,0.00808209769436662
139,Mixed civic audit regime,0.0,0.3013760211124926,0.78,0.0,1.2698164516938155,0.62,0.62,0.82,38.391048197064194,0.24374542977319177,0.26513605131416035,0.28298283119131473,0.0,0.003121945828895318,0.02888817629694264,-0.02576623046804732,-0.014501061223823336,0.0006525477550720501,-0.007068,0.008086023216187722
140,Mixed civic audit regime,0.0,0.3020291522825017,0.78,0.0,1.2779063799444748,0.62,0.62,0.82,38.51553771509355,0.24374542977319177,0.26405905393793866,0.28215691423670897,0.0,0.0031128340817953596,0.0289081891843186,-0.02579535510252324,-0.014514026000202114,0.0006531311700090951,-0.007068,0.008089928250659132
141,Mixed civic audit regime,0.0,0.3026828650925052,0.78,0.0,1.2860001929410827,0.62,0.62,0.82,38.638782337942615,0.24374542977319177,0.26298926636901077,0.2813352883158655,0.0,0.003103769674581357,0.028928126010215924,-0.02582435633563457,-0.014526951333411264,0.0006537128100035068,-0.007068,0.00809381299660799
142,Mixed civic audit regime,0.0,0.3033371577863577,0.78,0.0,1.2940978705915325,0.62,0.62,0.82,38.76079451456319,0.24374542977319177,0.2619266203818817,0.2805179118868145,0.0,0.003094752148950666,0.028947987546856825,-0.025853235397906158,-0.014539837641167095,0.0006542926938525193,-0.007068,0.008097677650449714
143,Mixed civic audit regime,0.0,0.30399202862648345,0.78,0.0,1.3021993929977556,0.62,0.62,0.82,38.88158656941756,0.24374542977319177,0.2608710485754985,0.27970474391024525,0.0,0.0030857810521461204,0.028967774557114884,-0.025881993504968764,-0.014552685336126865,0.0006548708401257089,-0.007068,0.008101522406223092
144,Mixed civic audit regime,0.0,0.30464747589365176,0.78,0.0,1.3103047404533803,0.62,0.62,0.82,39.00117070372338,0.24374542977319177,0.2598224843613012,0.2788957438422097,0.0,0.0030768559368755336,0.028987487794651164,-0.02591063185777563,-0.014565494825962552,0.0006554472671683148,-0.007068,0.008105347455624771
145,Mixed civic audit regime,0.0,0.30530349788675626,0.78,0.0,1.3184138934414236,0.62,0.62,0.82,39.11955899668615,0.24374542977319177,0.25878086195147204,0.2780908716269472,0.0,0.003067976361232537,0.029007128004048015,-0.02593915164281548,-0.014578266513433462,0.0006560219931045058,-0.007068,0.008109152988043199
146,Mixed civic audit regime,0.0,0.30596009292259685,0.78,0.0,1.3265268326320154,0.62,0.62,0.82,39.23676340671929,0.24374542977319177,0.2577461163473803,0.27729008768982855,0.0,0.0030591418886187416,0.029026695920940655,-0.025967554032321913,-0.014591000796457589,0.0006565950358405915,-0.007068,0.008112939190591969
147,Mixed civic audit regime,0.0,0.306617259335665,0.78,0.0,1.334643538880158,0.62,0.62,0.82,39.3527957726521,0.24374542977319177,0.2567181833282187,0.27649335293041755,0.0,0.003050352087667187,0.029046192272146533,-0.025995840184479348,-0.014603698068181778,0.00065716641306818,-0.007068,0.008116706248142634
148,Mixed civic audit regime,0.0,0.3072749954779323,0.78,0.0,1.3427639932235151,0.62,0.62,0.82,39.46766781492558,0.24374542977319177,0.25569699943982843,0.2757006287156478,0.0,0.003041606532167067,0.02906561777579259,-0.026024011243625522,-0.01461635871705074,0.0006577361422672833,-0.007068,0.00812045434335697
149,Mixed civic audit regime,0.0,0.3079332997186417,0.78,0.0,1.3508881768802339,0.62,0.62,0.82,39.58139113677633,0.24374542977319177,0.2546825019837078,0.2749118768731112,0.0,0.0030329048009896872,0.029084973141440394,-0.026052068340450707,-0.014628983126874924,0.0006583042407093716,-0.007068,0.008124183656718706
150,Mixed civic audit regime,0.0,0.3085921704441021,0.78,0.0,1.3590160712467987,0.62,0.62,0.82,39.693977225408574,0.24374542977319177,0.2536746290062037,0.2741270596844586,0.0,0.003024246478015659,0.029104259070209172,-0.026080012592193513,-0.014641571676897242,0.0006588707254603759,-0.007068,0.008127894366564718
151,Mixed civic audit regime,0.0,0.30925160605748575,0.78,0.0,1.3671476578959145,0.62,0.62,0.82,39.80543745315449,0.24374542977319177,0.2526733192878796,0.27334613987890866,0.0,0.0030156311520632864,0.029123476254896877,-0.02610784510283359,-0.014654124741858721,0.0006594356133836425,-0.007068,0.008131586649115735
152,Mixed civic audit regime,0.0,0.3099116049786286,0.78,0.0,1.375282918574421,0.62,0.62,0.82,39.915783078622944,0.24374542977319177,0.2516785123330596,0.27256908062686347,0.0,0.0030070584168181333,0.029142625380099187,-0.026135566963281055,-0.014666642692063036,0.0006599989211428366,-0.007068,0.008135260678506515
153,Mixed civic audit regime,0.0,0.3105721656438334,0.78,0.0,1.3834218352012366,0.62,0.62,0.82,40.025025247836716,0.24374542977319177,0.2506901483595426,0.271795845533629,0.0,0.002998527870763745,0.02916170712232659,-0.02616317925156284,-0.014679125893440004,0.0006605606652048001,-0.007068,0.008138916626815538
154,Mixed civic audit regime,0.0,0.3112332865056757,0.78,0.0,1.391564389865331,0.62,0.62,0.82,40.13317499535835,0.24374542977319177,0.24970816828848622,0.2710263986332387,0.0,0.0029900391171135067,0.02918072215011954,-0.026190683033006035,-0.014691574707608037,0.0006611208618423616,-0.007068,0.008142554664094212
155,Mixed civic audit regime,0.0,0.3118949660328128,0.78,0.0,1.3997105648237265,0.62,0.62,0.82,40.24024324540477,0.24374542977319177,0.2487325137344548,0.2702607043823775,0.0,0.0029815917637436157,0.029199671124161743,-0.026218079360418128,-0.014703989491935552,0.0006616795271370998,-0.007068,0.008146174958395593
156,Mixed civic audit regime,0.0,0.31255720270979487,0.78,0.0,1.407860342499529,0.62,0.62,0.82,40.346240812950725,0.24374542977319177,0.24776312699563088,0.26949872765440613,0.0,0.002973185423127152,0.029218554697391534,-0.026245369274264383,-0.014716370599601389,0.0006622366769820625,-0.007068,0.00814977767580265
157,Mixed civic audit regime,0.0,0.3132199950368793,0.78,0.0,1.416013705479985,0.62,0.62,0.82,40.45117840482122,0.24374542977319177,0.24679995104418484,0.2687404337334814,0.0,0.002964819712269212,0.029237373515111492,-0.02627255380284228,-0.014728718379654232,0.0006627923270844404,-0.007068,0.008153362980456052
158,Mixed civic audit regime,0.0,0.3138833415298475,0.78,0.0,1.4241706365145665,0.62,0.62,0.82,40.55506662077301,0.24374542977319177,0.24584292951680228,0.2679857883087735,0.0,0.0029564942526431157,0.029256128215096246,-0.02629963396245313,-0.014741033177071063,0.0006633464929681978,-0.007068,0.008156931034581523
159,Mixed civic audit regime,0.0,0.31454724071982415,0.78,0.0,1.4323311185130834,0.62,0.62,0.82,40.65791595456528,0.24374542977319177,0.2448920067053637,0.267234757468776,0.0,0.002948208670127628,0.029274819427698537,-0.02632661075757091,-0.014753315332814682,0.0006638991899766606,-0.007068,0.008160481998516732
0,World/coercive panoptic regime,0.26063232413029663,0.5819159913418729,0.7,0.8574224146250452,0.4777819594542948,0.18,0.86,0.66,0.5676,0.160812332008546,0.160812332008546,0.2779999906723577,0.08232,0.0012511185609420735,0.07084868897406785,-0.06959757041312577,-0.04257758537495486,0.0019159913418729687,-0.0193676758697034,0.027781959454294798
1,World/coercive panoptic regime,0.24113228228515057,0.5838393717570942,0.7,0.8146806276201273,0.5055744721460211,0.18,0.86,0.66,1.129524,0.160812332008546,0.1612105950941346,0.27111379184194817,0.0762763448007951,0.001206551230110287,0.07143829722978817,-0.07023174599967788,-0.04274178700491788,0.0019233804152213045,-0.019500041845146067,0.02779251269172638
2,World/coercive panoptic regime,0.22150032200202752,0.5857700774958962,0.7,0.7717760556467504,0.5333773887576851,0.18,0.86,0.66,1.6858287600000001,0.160812332008546,0.16176496195323345,0.2643250256675376,0.07024483345980377,0.0011625539466083936,0.07203034400689687,-0.07086779006028847,-0.04290457197337683,0.0019307057388019573,-0.019631960283123064,0.027802916611663987
3,World/coercive panoptic regime,0.20173690847465403,0.5877080407976789,0.7,0.7287102044960225,0.5611905531633927,0.18,0.86,0.66,2.2365704724,0.160812332008546,0.16248001042206267,0.2576381347665475,0.06422644285227373,0.001119142081326101,0.07262456288977058,-0.07150542080844448,-0.04306585115072792,0.0019379633017827563,-0.019763413527373475,0.02781316440570757
4,World/coercive panoptic regime,0.18184252449364355,0.5896531890549771,0.7,0.6854846876671727,0.5890138009582867,0.18,0.86,0.66,2.781804767676,0.160812332008546,0.16336133937672717,0.25105852132827805,0.05822215366690411,0.0010763343061558528,0.07322063496455322,-0.07214430065839737,-0.043225516828849835,0.0019451482572982425,-0.019894383981010493,0.027823247794893986
5,World/coercive panoptic regime,0.1618176703318505,0.5916054439015969,0.7,0.6421012466311787,0.616846957860663,0.18,0.86,0.66,3.3215867199992397,0.160812332008546,0.16441565759923565,0.24459263019317964,0.05223295001411119,0.0010341528430896445,0.07381818307354421,-0.07278403023045456,-0.04338344103599401,0.0019522548466197303,-0.02002485416179305,0.02783315690237635
6,World/coercive panoptic regime,0.14166286356898433,0.5935647202088111,0.7,0.5985617731375296,0.6446898379587586,0.18,0.86,0.66,3.8559708527992473,0.160812332008546,0.16565089223693164,0.23824805020776949,0.046259818950837674,0.000992623774751116,0.07441676499792108,-0.07342414122316995,-0.0435394734936492,0.001959276307214214,-0.020154806762866153,0.02784288009809559
7,World/coercive panoptic regime,0.12137863884865943,0.5955309249707954,0.7,0.5548683339823244,0.6725422417695714,0.18,0.86,0.66,4.385011144271255,0.160812332008546,0.1670763200929584,0.2320336368772473,0.04030374991347681,0.0009517774259711908,0.07501586537479529,-0.0740640879488241,-0.04369343915520513,0.0019662047619842305,-0.020284224720324907,0.02785240381081288
8,World/coercive panoptic regime,0.10096554755944614,0.5975039560570966,0.7,0.5110231987311871,0.7004039540712671,0.18,0.86,0.66,4.908761032828542,0.160812332008546,0.16870272580778903,0.22595966010517637,0.03436573404839481,0.0009116488285421872,0.0756148861079522,-0.07470323727941001,-0.0438451352511373,0.0019730310863011785,-0.02041309128921328,0.027861712301695617
9,World/coercive panoptic regime,0.0804241574295477,0.5994837008056912,0.7,0.46702887098463924,0.7282747414634476,0.18,0.86,0.66,5.427273422500256,0.160812332008546,0.17054259201927174,0.22003798176822162,0.028446763427044296,0.0008722782844297131,0.07621313497297362,-0.0753408566885439,-0.04399432774654782,0.001979744748594652,-0.020541390129898442,0.027870787392180567
10,World/coercive panoptic regime,0.05975505202236159,0.6014700344248788,0.7,0.42288812389158303,0.7561543496004323,0.18,0.86,0.66,5.940600688275253,0.160812332008546,0.17261032788463745,0.2142822690831767,0.02254783012965204,0.0008337120466772807,0.07680981204312312,-0.07597609999644583,-0.04414074709305622,0.00198633361918753,-0.020669105407186108,0.02787960813698465
11,World/coercive panoptic regime,0.03895883011727237,0.6034628181655793,0.7,0.3786040407649042,0.7840425000312075,0.18,0.86,0.66,6.4487946813925,0.160812332008546,0.17492254399730314,0.20870825126249623,0.016669925177787936,0.0007960031422631411,0.0774039934674865,-0.07660799032522336,-0.04428408312667883,0.001992783740700547,-0.02079622190508922,0.0278881504307752
12,World/coercive panoptic regime,0.018036104956402618,0.6054618972171759,0.7,0.3341800618405367,0.811938886565192,0.18,0.86,0.66,6.951906734578575,0.160812332008546,0.17749838384819547,0.20333402892976468,0.010814037291588396,0.0007592123676089449,0.07799461201080313,-0.07723539964319419,-0.04442397892436749,0.001999079051596537,-0.020922725160869755,0.027896386533984557
13,World/coercive panoptic regime,0.0,0.6074670982693409,0.7,0.2896200384590931,0.8398431710645287,0.18,0.86,0.66,7.449987667232789,0.160812332008546,0.18035992472073537,0.19818044832259935,0.004981151441763685,0.0007234094957657229,0.07858043360621357,-0.07785702411044784,-0.0445600233814436,0.002005201052164962,-0.021048601622892692,0.02790428449933665
14,World/coercive panoptic regime,0.0,0.6094773229420257,0.7,0.2449483790660972,0.8677533626910837,0.18,0.86,0.66,7.943087790560461,0.160812332008546,0.1835326644829844,0.1943259294788794,0.0,0.0006948862047049352,0.07906486699163684,-0.0783699807869319,-0.044671659392995916,0.002010224672684816,-0.021156,0.027910191626555027
15,World/coercive panoptic regime,0.0,0.6114868967617255,0.7,0.20029118307276952,0.895659306019479,0.18,0.86,0.66,8.431256912654856,0.160812332008546,0.18704336496188265,0.19709802913163235,0.0,0.0007047989004112215,0.0789656569572964,-0.07826085805688518,-0.04465719599332768,0.0020095738196997458,-0.021156,0.027905943328395192
16,World/coercive panoptic regime,0.0,0.6134955300449353,0.7,0.15565488789033055,0.9235604947132414,0.18,0.86,0.66,8.914544343528307,0.160812332008546,0.1909081012931511,0.20020052347604972,0.0,0.0007158930478875367,0.07884990892310607,-0.07813401587521854,-0.044636295182438966,0.0020086332832097535,-0.021156,0.027901188693762485
17,World/coercive panoptic regime,0.0,0.6155029033136765,0.7,0.11104659302941511,0.9514563714674898,0.18,0.86,0.66,9.392998900093025,0.160812332008546,0.19516245104902322,0.2036666704196958,0.0,0.0007282875734203818,0.07871594405284721,-0.07798765647942682,-0.04460829486091544,0.002007373268741195,-0.021156,0.027895876754248407
